datetime_pst,temp_c
10/20/2022 17:03:38,17.490
10/20/2022 17:08:38,17.501
10/20/2022 17:13:38,17.468
10/20/2022 17:18:38,17.468
10/20/2022 17:23:38,17.479
10/20/2022 17:28:38,17.468
10/20/2022 17:33:38,17.458
10/20/2022 17:38:38,17.458
10/20/2022 17:43:38,17.458
10/20/2022 17:48:38,17.458
10/20/2022 17:53:38,17.458
10/20/2022 17:58:38,17.447
10/20/2022 18:03:38,17.458
10/20/2022 18:08:38,17.436
10/20/2022 18:13:38,17.447
10/20/2022 18:18:38,17.426
10/20/2022 18:23:38,17.404
10/20/2022 18:28:38,17.383
10/20/2022 18:33:38,17.393
10/20/2022 18:38:38,17.383
10/20/2022 18:43:38,17.393
10/20/2022 18:48:38,17.393
10/20/2022 18:53:38,17.372
10/20/2022 18:58:38,17.383
10/20/2022 19:03:38,17.361
10/20/2022 19:08:38,17.404
10/20/2022 19:13:38,17.372
10/20/2022 19:18:38,17.372
10/20/2022 19:23:38,17.361
10/20/2022 19:28:38,17.361
10/20/2022 19:33:38,17.340
10/20/2022 19:38:38,17.340
10/20/2022 19:43:38,17.340
10/20/2022 19:48:38,17.350
10/20/2022 19:53:38,17.329
10/20/2022 19:58:38,17.308
10/20/2022 20:03:38,17.340
10/20/2022 20:08:38,17.318
10/20/2022 20:13:38,17.318
10/20/2022 20:18:38,17.318
10/20/2022 20:23:38,17.297
10/20/2022 20:28:38,17.308
10/20/2022 20:33:38,17.318
10/20/2022 20:38:38,17.275
10/20/2022 20:43:38,17.286
10/20/2022 20:48:38,17.265
10/20/2022 20:53:38,17.254
10/20/2022 20:58:38,17.265
10/20/2022 21:03:38,17.243
10/20/2022 21:08:38,17.243
10/20/2022 21:13:38,17.211
10/20/2022 21:18:38,17.232
10/20/2022 21:23:38,17.222
10/20/2022 21:28:38,17.200
10/20/2022 21:33:38,17.179
10/20/2022 21:38:38,17.179
10/20/2022 21:43:38,17.157
10/20/2022 21:48:38,17.157
10/20/2022 21:53:38,17.157
10/20/2022 21:58:38,17.136
10/20/2022 22:03:38,17.125
10/20/2022 22:08:38,17.114
10/20/2022 22:13:38,17.125
10/20/2022 22:18:38,17.104
10/20/2022 22:23:38,17.104
10/20/2022 22:28:38,17.072
10/20/2022 22:33:38,17.072
10/20/2022 22:38:38,17.061
10/20/2022 22:43:38,17.039
10/20/2022 22:48:38,17.029
10/20/2022 22:53:38,17.029
10/20/2022 22:58:38,17.007
10/20/2022 23:03:38,17.029
10/20/2022 23:08:38,16.997
10/20/2022 23:13:38,17.007
10/20/2022 23:18:38,16.997
10/20/2022 23:23:38,16.975
10/20/2022 23:28:38,16.986
10/20/2022 23:33:38,16.975
10/20/2022 23:38:38,16.964
10/20/2022 23:43:38,16.975
10/20/2022 23:48:38,16.964
10/20/2022 23:53:38,16.954
10/20/2022 23:58:38,16.943
10/21/2022 00:03:38,16.964
10/21/2022 00:08:38,16.943
10/21/2022 00:13:38,16.932
10/21/2022 00:18:38,16.932
10/21/2022 00:23:38,16.954
10/21/2022 00:28:38,16.943
10/21/2022 00:33:38,16.932
10/21/2022 00:38:38,16.921
10/21/2022 00:43:38,16.921
10/21/2022 00:48:38,16.911
10/21/2022 00:53:38,16.921
10/21/2022 00:58:38,16.900
10/21/2022 01:03:38,16.900
10/21/2022 01:08:38,16.900
10/21/2022 01:13:38,16.889
10/21/2022 01:18:38,16.889
10/21/2022 01:23:38,16.879
10/21/2022 01:28:38,16.889
10/21/2022 01:33:38,16.868
10/21/2022 01:38:38,16.857
10/21/2022 01:43:38,16.868
10/21/2022 01:48:38,16.879
10/21/2022 01:53:38,16.900
10/21/2022 01:58:38,16.868
10/21/2022 02:03:38,16.900
10/21/2022 02:08:38,16.868
10/21/2022 02:13:38,16.879
10/21/2022 02:18:38,16.857
10/21/2022 02:23:38,16.889
10/21/2022 02:28:38,16.868
10/21/2022 02:33:38,16.868
10/21/2022 02:38:38,16.879
10/21/2022 02:43:38,16.868
10/21/2022 02:48:38,16.868
10/21/2022 02:53:38,16.857
10/21/2022 02:58:38,16.889
10/21/2022 03:03:38,16.889
10/21/2022 03:08:38,16.857
10/21/2022 03:13:38,16.889
10/21/2022 03:18:38,16.857
10/21/2022 03:23:38,16.868
10/21/2022 03:28:38,16.868
10/21/2022 03:33:38,16.857
10/21/2022 03:38:38,16.857
10/21/2022 03:43:38,16.868
10/21/2022 03:48:38,16.868
10/21/2022 03:53:38,16.857
10/21/2022 03:58:38,16.857
10/21/2022 04:03:38,16.868
10/21/2022 04:08:38,16.879
10/21/2022 04:13:38,16.868
10/21/2022 04:18:38,16.879
10/21/2022 04:23:38,16.868
10/21/2022 04:28:38,16.879
10/21/2022 04:33:38,16.868
10/21/2022 04:38:38,16.879
10/21/2022 04:43:38,16.868
10/21/2022 04:48:38,16.889
10/21/2022 04:53:38,16.857
10/21/2022 04:58:38,16.868
10/21/2022 05:03:38,16.868
10/21/2022 05:08:38,16.857
10/21/2022 05:13:38,16.857
10/21/2022 05:18:38,16.857
10/21/2022 05:23:38,16.846
10/21/2022 05:28:38,16.857
10/21/2022 05:33:38,16.836
10/21/2022 05:38:38,16.868
10/21/2022 05:43:38,16.868
10/21/2022 05:48:38,16.868
10/21/2022 05:53:38,16.868
10/21/2022 05:58:38,16.879
10/21/2022 06:03:38,16.857
10/21/2022 06:08:38,16.857
10/21/2022 06:13:38,16.879
10/21/2022 06:18:38,16.868
10/21/2022 06:23:38,16.868
10/21/2022 06:28:38,16.879
10/21/2022 06:33:38,16.900
10/21/2022 06:38:38,16.889
10/21/2022 06:43:38,16.889
10/21/2022 06:48:38,16.889
10/21/2022 06:53:38,16.879
10/21/2022 06:58:38,16.868
10/21/2022 07:03:38,16.879
10/21/2022 07:08:38,16.889
10/21/2022 07:13:38,16.889
10/21/2022 07:18:38,16.900
10/21/2022 07:23:38,16.900
10/21/2022 07:28:38,16.879
10/21/2022 07:33:38,16.900
10/21/2022 07:38:38,16.900
10/21/2022 07:43:38,16.900
10/21/2022 07:48:38,16.911
10/21/2022 07:53:38,16.911
10/21/2022 07:58:38,16.932
10/21/2022 08:03:38,16.921
10/21/2022 08:08:38,16.921
10/21/2022 08:13:38,16.911
10/21/2022 08:18:38,16.932
10/21/2022 08:23:38,16.932
10/21/2022 08:28:38,16.921
10/21/2022 08:33:38,16.943
10/21/2022 08:38:38,16.954
10/21/2022 08:43:38,16.932
10/21/2022 08:48:38,16.932
10/21/2022 08:53:38,16.943
10/21/2022 08:58:38,16.954
10/21/2022 09:03:38,16.943
10/21/2022 09:08:38,16.954
10/21/2022 09:13:38,16.975
10/21/2022 09:18:38,16.932
10/21/2022 09:23:38,16.964
10/21/2022 09:28:38,16.943
10/21/2022 09:33:38,16.954
10/21/2022 09:38:38,16.964
10/21/2022 09:43:38,16.954
10/21/2022 09:48:38,16.964
10/21/2022 09:53:38,16.954
10/21/2022 09:58:38,16.943
10/21/2022 10:03:38,16.954
10/21/2022 10:08:38,16.954
10/21/2022 10:13:38,16.943
10/21/2022 10:18:38,16.954
10/21/2022 10:23:38,16.954
10/21/2022 10:28:38,16.943
10/21/2022 10:33:38,16.954
10/21/2022 10:38:38,16.943
10/21/2022 10:43:38,16.986
10/21/2022 10:48:38,16.954
10/21/2022 10:53:38,16.954
10/21/2022 10:58:38,16.900
10/21/2022 11:03:38,16.943
10/21/2022 11:08:38,17.018
10/21/2022 11:13:38,17.147
10/21/2022 11:18:38,17.286
10/21/2022 11:23:38,17.490
10/21/2022 11:28:38,17.629
10/21/2022 11:33:38,17.726
10/21/2022 11:38:38,17.812
10/21/2022 11:43:38,17.779
10/21/2022 11:48:38,17.726
10/21/2022 11:53:38,17.661
10/21/2022 11:58:38,17.608
10/21/2022 12:03:38,17.554
10/21/2022 12:08:38,17.501
10/21/2022 12:13:38,17.447
10/21/2022 12:18:38,17.404
10/21/2022 12:23:38,17.361
10/21/2022 12:28:38,17.318
10/21/2022 12:33:38,17.286
10/21/2022 12:38:38,17.265
10/21/2022 12:43:38,17.200
10/21/2022 12:48:38,17.179
10/21/2022 12:53:38,17.147
10/21/2022 12:58:38,17.125
10/21/2022 13:03:38,17.104
10/21/2022 13:08:38,17.082
10/21/2022 13:13:38,17.072
10/21/2022 13:18:38,17.039
10/21/2022 13:23:38,17.018
10/21/2022 13:28:38,16.997
10/21/2022 13:33:38,16.997
10/21/2022 13:38:38,17.007
10/21/2022 13:43:38,16.997
10/21/2022 13:48:38,16.997
10/21/2022 13:53:38,16.975
10/21/2022 13:58:38,17.018
10/21/2022 14:03:38,17.168
10/21/2022 14:08:38,17.318
10/21/2022 14:13:38,17.522
10/21/2022 14:18:38,17.661
10/21/2022 14:23:38,17.812
10/21/2022 14:28:38,17.855
10/21/2022 14:33:38,17.822
10/21/2022 14:38:38,17.726
10/21/2022 14:43:38,17.661
10/21/2022 14:48:38,17.608
10/21/2022 14:53:38,17.543
10/21/2022 14:58:38,17.501
10/21/2022 15:03:38,17.436
10/21/2022 15:08:38,17.415
10/21/2022 15:13:38,17.350
10/21/2022 15:18:38,17.297
10/21/2022 15:23:38,17.265
10/21/2022 15:28:38,17.232
10/21/2022 15:33:38,17.190
10/21/2022 15:38:38,17.200
10/21/2022 15:43:38,17.136
10/21/2022 15:48:38,17.114
10/21/2022 15:53:38,17.082
10/21/2022 15:58:38,17.072
10/21/2022 16:03:38,17.168
10/21/2022 16:08:38,17.297
10/21/2022 16:13:38,17.426
10/21/2022 16:18:38,17.565
10/21/2022 16:23:38,17.672
10/21/2022 16:28:38,17.779
10/21/2022 16:33:38,17.801
10/21/2022 16:38:38,17.683
10/21/2022 16:43:38,17.629
10/21/2022 16:48:38,17.533
10/21/2022 16:53:38,17.436
10/21/2022 16:58:38,17.361
10/21/2022 17:03:38,17.297
10/21/2022 17:08:38,17.243
10/21/2022 17:13:38,17.200
10/21/2022 17:18:38,17.114
10/21/2022 17:23:38,17.072
10/21/2022 17:28:38,17.190
10/21/2022 17:33:38,17.318
10/21/2022 17:38:38,17.458
10/21/2022 17:43:38,17.576
10/21/2022 17:48:38,17.715
10/21/2022 17:53:38,17.833
10/21/2022 17:58:38,17.919
10/21/2022 18:03:38,17.897
10/21/2022 18:08:38,17.779
10/21/2022 18:13:38,17.661
10/21/2022 18:18:38,17.565
10/21/2022 18:23:38,17.501
10/21/2022 18:28:38,17.436
10/21/2022 18:33:38,17.350
10/21/2022 18:38:38,17.297
10/21/2022 18:43:38,17.222
10/21/2022 18:48:38,17.157
10/21/2022 18:53:38,17.114
10/21/2022 18:58:38,17.125
10/21/2022 19:03:38,17.211
10/21/2022 19:08:38,17.329
10/21/2022 19:13:38,17.383
10/21/2022 19:18:38,17.490
10/21/2022 19:23:38,17.619
10/21/2022 19:28:38,17.715
10/21/2022 19:33:38,17.801
10/21/2022 19:38:38,17.790
10/21/2022 19:43:38,17.747
10/21/2022 19:48:38,17.737
10/21/2022 19:53:38,17.737
10/21/2022 19:58:38,17.726
10/21/2022 20:03:38,17.747
10/21/2022 20:08:38,17.737
10/21/2022 20:13:38,17.726
10/21/2022 20:18:38,17.715
10/21/2022 20:23:38,17.726
10/21/2022 20:28:38,17.726
10/21/2022 20:33:38,17.715
10/21/2022 20:38:38,17.726
10/21/2022 20:43:38,17.715
10/21/2022 20:48:38,17.715
10/21/2022 20:53:38,17.726
10/21/2022 20:58:38,17.715
10/21/2022 21:03:38,17.715
10/21/2022 21:08:38,17.694
10/21/2022 21:13:38,17.694
10/21/2022 21:18:38,17.715
10/21/2022 21:23:38,17.715
10/21/2022 21:28:38,17.694
10/21/2022 21:33:38,17.704
10/21/2022 21:38:38,17.694
10/21/2022 21:43:38,17.704
10/21/2022 21:48:38,17.694
10/21/2022 21:53:38,17.694
10/21/2022 21:58:38,17.672
10/21/2022 22:03:38,17.694
10/21/2022 22:08:38,17.694
10/21/2022 22:13:38,17.672
10/21/2022 22:18:38,17.683
10/21/2022 22:23:38,17.672
10/21/2022 22:28:38,17.672
10/21/2022 22:33:38,17.661
10/21/2022 22:38:38,17.672
10/21/2022 22:43:38,17.661
10/21/2022 22:48:38,17.661
10/21/2022 22:53:38,17.661
10/21/2022 22:58:38,17.661
10/21/2022 23:03:38,17.661
10/21/2022 23:08:38,17.640
10/21/2022 23:13:38,17.651
10/21/2022 23:18:38,17.661
10/21/2022 23:23:38,17.651
10/21/2022 23:28:38,17.661
10/21/2022 23:33:38,17.661
10/21/2022 23:38:38,17.619
10/21/2022 23:43:38,17.651
10/21/2022 23:48:38,17.651
10/21/2022 23:53:38,17.640
10/21/2022 23:58:38,17.629
10/22/2022 00:03:38,17.640
10/22/2022 00:08:38,17.651
10/22/2022 00:13:38,17.619
10/22/2022 00:18:38,17.629
10/22/2022 00:23:38,17.608
10/22/2022 00:28:38,17.640
10/22/2022 00:33:38,17.619
10/22/2022 00:38:38,17.608
10/22/2022 00:43:38,17.597
10/22/2022 00:48:38,17.619
10/22/2022 00:53:38,17.608
10/22/2022 00:58:38,17.576
10/22/2022 01:03:38,17.608
10/22/2022 01:08:38,17.608
10/22/2022 01:13:38,17.619
10/22/2022 01:18:38,17.608
10/22/2022 01:23:38,17.597
10/22/2022 01:28:38,17.576
10/22/2022 01:33:38,17.586
10/22/2022 01:38:38,17.597
10/22/2022 01:43:38,17.576
10/22/2022 01:48:38,17.586
10/22/2022 01:53:38,17.576
10/22/2022 01:58:38,17.576
10/22/2022 02:03:38,17.565
10/22/2022 02:08:38,17.586
10/22/2022 02:13:38,17.565
10/22/2022 02:18:38,17.576
10/22/2022 02:23:38,17.565
10/22/2022 02:28:38,17.576
10/22/2022 02:33:38,17.576
10/22/2022 02:38:38,17.565
10/22/2022 02:43:38,17.554
10/22/2022 02:48:38,17.543
10/22/2022 02:53:38,17.554
10/22/2022 02:58:38,17.554
10/22/2022 03:03:38,17.554
10/22/2022 03:08:38,17.543
10/22/2022 03:13:38,17.543
10/22/2022 03:18:38,17.543
10/22/2022 03:23:38,17.533
10/22/2022 03:28:38,17.543
10/22/2022 03:33:38,17.522
10/22/2022 03:38:38,17.543
10/22/2022 03:43:38,17.511
10/22/2022 03:48:38,17.522
10/22/2022 03:53:38,17.522
10/22/2022 03:58:38,17.522
10/22/2022 04:03:38,17.533
10/22/2022 04:08:38,17.522
10/22/2022 04:13:38,17.501
10/22/2022 04:18:38,17.501
10/22/2022 04:23:38,17.501
10/22/2022 04:28:38,17.501
10/22/2022 04:33:38,17.490
10/22/2022 04:38:38,17.501
10/22/2022 04:43:38,17.490
10/22/2022 04:48:38,17.490
10/22/2022 04:53:38,17.490
10/22/2022 04:58:38,17.479
10/22/2022 05:03:38,17.458
10/22/2022 05:08:38,17.458
10/22/2022 05:13:38,17.458
10/22/2022 05:18:38,17.458
10/22/2022 05:23:38,17.426
10/22/2022 05:28:38,17.458
10/22/2022 05:33:38,17.447
10/22/2022 05:38:38,17.436
10/22/2022 05:43:38,17.447
10/22/2022 05:48:38,17.447
10/22/2022 05:53:38,17.436
10/22/2022 05:58:38,17.426
10/22/2022 06:03:38,17.426
10/22/2022 06:08:38,17.436
10/22/2022 06:13:38,17.426
10/22/2022 06:18:38,17.404
10/22/2022 06:23:38,17.426
10/22/2022 06:28:38,17.415
10/22/2022 06:33:38,17.393
10/22/2022 06:38:38,17.426
10/22/2022 06:43:38,17.383
10/22/2022 06:48:38,17.404
10/22/2022 06:53:38,17.383
10/22/2022 06:58:38,17.393
10/22/2022 07:03:38,17.383
10/22/2022 07:08:38,17.372
10/22/2022 07:13:38,17.383
10/22/2022 07:18:38,17.383
10/22/2022 07:23:38,17.361
10/22/2022 07:28:38,17.361
10/22/2022 07:33:38,17.383
10/22/2022 07:38:38,17.361
10/22/2022 07:43:38,17.361
10/22/2022 07:48:38,17.361
10/22/2022 07:53:38,17.340
10/22/2022 07:58:38,17.361
10/22/2022 08:03:38,17.350
10/22/2022 08:08:38,17.340
10/22/2022 08:13:38,17.340
10/22/2022 08:18:38,17.340
10/22/2022 08:23:38,17.350
10/22/2022 08:28:38,17.329
10/22/2022 08:33:38,17.340
10/22/2022 08:38:38,17.329
10/22/2022 08:43:38,17.318
10/22/2022 08:48:38,17.340
10/22/2022 08:53:38,17.340
10/22/2022 08:58:38,17.318
10/22/2022 09:03:38,17.318
10/22/2022 09:08:38,17.340
10/22/2022 09:13:38,17.308
10/22/2022 09:18:38,17.318
10/22/2022 09:23:38,17.329
10/22/2022 09:28:38,17.286
10/22/2022 09:33:38,17.308
10/22/2022 09:38:38,17.297
10/22/2022 09:43:38,17.297
10/22/2022 09:48:38,17.297
10/22/2022 09:53:38,17.297
10/22/2022 09:58:38,17.297
10/22/2022 10:03:38,17.297
10/22/2022 10:08:38,17.297
10/22/2022 10:13:38,17.275
10/22/2022 10:18:38,17.211
10/22/2022 10:23:38,17.147
10/22/2022 10:28:38,17.211
10/22/2022 10:33:38,17.286
10/22/2022 10:38:38,17.426
10/22/2022 10:43:38,17.543
10/22/2022 10:48:38,17.683
10/22/2022 10:53:38,17.865
10/22/2022 10:58:38,17.972
10/22/2022 11:03:38,17.983
10/22/2022 11:08:38,17.876
10/22/2022 11:13:38,17.855
10/22/2022 11:18:38,17.758
10/22/2022 11:23:38,17.672
10/22/2022 11:28:38,17.597
10/22/2022 11:33:38,17.511
10/22/2022 11:38:38,17.415
10/22/2022 11:43:38,17.329
10/22/2022 11:48:38,17.308
10/22/2022 11:53:38,17.222
10/22/2022 11:58:38,17.179
10/22/2022 12:03:38,17.147
10/22/2022 12:08:38,17.082
10/22/2022 12:13:38,17.029
10/22/2022 12:18:38,17.061
10/22/2022 12:23:38,17.211
10/22/2022 12:28:38,17.415
10/22/2022 12:33:38,17.565
10/22/2022 12:38:38,17.715
10/22/2022 12:43:38,17.844
10/22/2022 12:48:38,17.844
10/22/2022 12:53:38,17.737
10/22/2022 12:58:38,17.629
10/22/2022 13:03:38,17.533
10/22/2022 13:08:38,17.458
10/22/2022 13:13:38,17.383
10/22/2022 13:18:38,17.308
10/22/2022 13:23:38,17.254
10/22/2022 13:28:38,17.190
10/22/2022 13:33:38,17.147
10/22/2022 13:38:38,17.125
10/22/2022 13:43:38,17.275
10/22/2022 13:48:38,17.458
10/22/2022 13:53:38,17.597
10/22/2022 13:58:38,17.737
10/22/2022 14:03:38,17.844
10/22/2022 14:08:38,17.919
10/22/2022 14:13:38,17.812
10/22/2022 14:18:38,17.715
10/22/2022 14:23:38,17.597
10/22/2022 14:28:38,17.501
10/22/2022 14:33:38,17.426
10/22/2022 14:38:38,17.340
10/22/2022 14:43:38,17.286
10/22/2022 14:48:38,17.200
10/22/2022 14:53:38,17.125
10/22/2022 14:58:38,17.114
10/22/2022 15:03:38,17.265
10/22/2022 15:08:38,17.404
10/22/2022 15:13:38,17.576
10/22/2022 15:18:38,17.737
10/22/2022 15:23:38,17.855
10/22/2022 15:28:38,17.865
10/22/2022 15:33:38,17.769
10/22/2022 15:38:38,17.640
10/22/2022 15:43:38,17.543
10/22/2022 15:48:38,17.468
10/22/2022 15:53:38,17.404
10/22/2022 15:58:38,17.308
10/22/2022 16:03:38,17.254
10/22/2022 16:08:38,17.168
10/22/2022 16:13:38,17.104
10/22/2022 16:18:38,17.222
10/22/2022 16:23:38,17.383
10/22/2022 16:28:38,17.543
10/22/2022 16:33:38,17.694
10/22/2022 16:38:38,17.801
10/22/2022 16:43:38,17.865
10/22/2022 16:48:38,17.769
10/22/2022 16:53:38,17.672
10/22/2022 16:58:38,17.565
10/22/2022 17:03:38,17.458
10/22/2022 17:08:38,17.383
10/22/2022 17:13:38,17.308
10/22/2022 17:18:38,17.243
10/22/2022 17:23:38,17.168
10/22/2022 17:28:38,17.114
10/22/2022 17:33:38,17.200
10/22/2022 17:38:38,17.340
10/22/2022 17:43:38,17.501
10/22/2022 17:48:38,17.629
10/22/2022 17:53:38,17.779
10/22/2022 17:58:38,17.887
10/22/2022 18:03:38,17.822
10/22/2022 18:08:38,17.704
10/22/2022 18:13:38,17.597
10/22/2022 18:18:38,17.501
10/22/2022 18:23:38,17.393
10/22/2022 18:28:38,17.318
10/22/2022 18:33:38,17.265
10/22/2022 18:38:38,17.168
10/22/2022 18:43:38,17.125
10/22/2022 18:48:38,17.232
10/22/2022 18:53:38,17.350
10/22/2022 18:58:38,17.511
10/22/2022 19:03:38,17.629
10/22/2022 19:08:38,17.758
10/22/2022 19:13:38,17.876
10/22/2022 19:18:38,17.897
10/22/2022 19:23:38,17.779
10/22/2022 19:28:38,17.661
10/22/2022 19:33:38,17.522
10/22/2022 19:38:38,17.426
10/22/2022 19:43:38,17.340
10/22/2022 19:48:38,17.254
10/22/2022 19:53:38,17.190
10/22/2022 19:58:38,17.147
10/22/2022 20:03:38,17.275
10/22/2022 20:08:38,17.404
10/22/2022 20:13:38,17.554
10/22/2022 20:18:38,17.683
10/22/2022 20:23:38,17.801
10/22/2022 20:28:38,17.908
10/22/2022 20:33:38,17.908
10/22/2022 20:38:38,17.790
10/22/2022 20:43:38,17.661
10/22/2022 20:48:38,17.522
10/22/2022 20:53:38,17.436
10/22/2022 20:58:38,17.340
10/22/2022 21:03:38,17.243
10/22/2022 21:08:38,17.168
10/22/2022 21:13:38,17.200
10/22/2022 21:18:38,17.318
10/22/2022 21:23:38,17.468
10/22/2022 21:28:38,17.576
10/22/2022 21:33:38,17.715
10/22/2022 21:38:38,17.822
10/22/2022 21:43:38,17.908
10/22/2022 21:48:38,17.812
10/22/2022 21:53:38,17.704
10/22/2022 21:58:38,17.576
10/22/2022 22:03:38,17.458
10/22/2022 22:08:38,17.350
10/22/2022 22:13:38,17.254
10/22/2022 22:18:38,17.168
10/22/2022 22:23:38,17.232
10/22/2022 22:28:38,17.361
10/22/2022 22:33:38,17.501
10/22/2022 22:38:38,17.619
10/22/2022 22:43:38,17.715
10/22/2022 22:48:38,17.822
10/22/2022 22:53:38,17.930
10/22/2022 22:58:38,17.855
10/22/2022 23:03:38,17.737
10/22/2022 23:08:38,17.597
10/22/2022 23:13:38,17.458
10/22/2022 23:18:38,17.350
10/22/2022 23:23:38,17.243
10/22/2022 23:28:38,17.168
10/22/2022 23:33:38,17.254
10/22/2022 23:38:38,17.404
10/22/2022 23:43:38,17.522
10/22/2022 23:48:38,17.629
10/22/2022 23:53:38,17.737
10/22/2022 23:58:38,17.833
10/23/2022 00:03:38,17.887
10/23/2022 00:08:38,17.876
10/23/2022 00:13:38,17.747
10/23/2022 00:18:38,17.619
10/23/2022 00:23:38,17.458
10/23/2022 00:28:38,17.350
10/23/2022 00:33:38,17.254
10/23/2022 00:38:38,17.211
10/23/2022 00:43:38,17.318
10/23/2022 00:48:38,17.458
10/23/2022 00:53:38,17.576
10/23/2022 00:58:38,17.661
10/23/2022 01:03:38,17.758
10/23/2022 01:08:38,17.844
10/23/2022 01:13:38,17.940
10/23/2022 01:18:38,17.897
10/23/2022 01:23:38,17.747
10/23/2022 01:28:38,17.586
10/23/2022 01:33:38,17.458
10/23/2022 01:38:38,17.329
10/23/2022 01:43:38,17.200
10/23/2022 01:48:38,17.254
10/23/2022 01:53:38,17.383
10/23/2022 01:58:38,17.479
10/23/2022 02:03:38,17.565
10/23/2022 02:08:38,17.683
10/23/2022 02:13:38,17.769
10/23/2022 02:18:38,17.844
10/23/2022 02:23:38,17.908
10/23/2022 02:28:38,17.951
10/23/2022 02:33:38,18.015
10/23/2022 02:38:38,17.855
10/23/2022 02:43:38,17.694
10/23/2022 02:48:38,17.554
10/23/2022 02:53:38,17.436
10/23/2022 02:58:38,17.286
10/23/2022 03:03:38,17.232
10/23/2022 03:08:38,17.318
10/23/2022 03:13:38,17.415
10/23/2022 03:18:38,17.522
10/23/2022 03:23:38,17.608
10/23/2022 03:28:38,17.683
10/23/2022 03:33:38,17.769
10/23/2022 03:38:38,17.844
10/23/2022 03:43:38,17.897
10/23/2022 03:48:38,17.983
10/23/2022 03:53:38,18.015
10/23/2022 03:58:38,17.930
10/23/2022 04:03:38,17.758
10/23/2022 04:08:38,17.576
10/23/2022 04:13:38,17.426
10/23/2022 04:18:38,17.318
10/23/2022 04:23:38,17.254
10/23/2022 04:28:38,17.329
10/23/2022 04:33:38,17.458
10/23/2022 04:38:38,17.554
10/23/2022 04:43:38,17.629
10/23/2022 04:48:38,17.715
10/23/2022 04:53:38,17.758
10/23/2022 04:58:38,17.844
10/23/2022 05:03:38,17.897
10/23/2022 05:08:38,17.962
10/23/2022 05:13:38,18.005
10/23/2022 05:18:38,17.930
10/23/2022 05:23:38,17.758
10/23/2022 05:28:38,17.586
10/23/2022 05:33:38,17.426
10/23/2022 05:38:38,17.297
10/23/2022 05:43:38,17.211
10/23/2022 05:48:38,17.286
10/23/2022 05:53:38,17.393
10/23/2022 05:58:38,17.501
10/23/2022 06:03:38,17.597
10/23/2022 06:08:38,17.683
10/23/2022 06:13:38,17.737
10/23/2022 06:18:38,17.812
10/23/2022 06:23:38,17.897
10/23/2022 06:28:38,17.930
10/23/2022 06:33:38,17.962
10/23/2022 06:38:38,18.005
10/23/2022 06:43:38,17.887
10/23/2022 06:48:38,17.715
10/23/2022 06:53:38,17.554
10/23/2022 06:58:38,17.415
10/23/2022 07:03:38,17.254
10/23/2022 07:08:38,17.286
10/23/2022 07:13:38,17.372
10/23/2022 07:18:38,17.458
